Time		H (m)		IAS (km/h)	G_vert 		G_horiz 	RPM 		AoA 		Hydro_m 	Hydro_b 	SAU 		Fors 		Trigger 
1.000000	1998.500000	0.000000	1.000000	0.000000	50.000000	1.500008	210.000000	210.000000	0.000000	0.000000	0.000000	
2.000000	1995.812744	627.437317	-0.006976	-0.137054	51.104000	-1.957435	210.000000	210.000000	0.000000	0.000000	0.000000	
3.000000	1985.756836	624.158142	1.363354	-0.166665	51.458000	6.079919	210.000000	210.000000	0.000000	0.000000	0.000000	
4.000000	1975.055176	620.606140	0.291885	-0.140846	54.265999	0.109955	210.000000	210.000000	0.000000	0.000000	0.000000	
5.000000	1960.552246	618.543518	0.797498	-0.117116	63.284000	2.766563	210.000000	210.000000	0.000000	0.000000	0.000000	
6.000000	1942.402588	619.769531	0.243524	-0.031138	72.302002	-0.331148	210.000000	210.000000	0.000000	0.000000	0.000000	
7.000000	1918.772095	622.689026	1.391587	-0.041375	74.084000	6.481702	210.000000	210.000000	0.000000	0.000000	0.000000	
8.000000	1897.803101	623.260437	1.649323	-0.041207	74.552002	8.005260	210.000000	210.000000	0.000000	0.000000	0.000000	
9.000000	1882.571167	622.141663	1.429055	-0.036496	74.678001	6.742720	210.000000	210.000000	0.000000	0.000000	0.000000	
10.000000	1871.759521	621.653870	1.023344	-0.027894	74.750000	4.364149	210.000000	210.000000	0.000000	0.000000	0.000000	
11.000000	1862.047974	621.251770	1.529498	-0.036520	74.762001	7.340402	210.000000	210.000000	0.000000	0.000000	0.000000	
12.000000	1856.114990	618.925537	1.366348	-0.033285	74.774002	6.471722	210.000000	210.000000	0.000000	0.000000	0.000000	
13.000000	1853.873291	616.534546	1.348051	-0.032297	74.732002	6.380435	210.000000	210.000000	0.000000	0.000000	0.000000	
14.000000	1854.228027	614.174500	0.654971	-0.016844	74.744003	2.152645	210.000000	210.000000	0.000000	0.000000	0.000000	
15.000000	1852.090088	614.086243	0.731125	-0.018150	74.755997	2.638470	210.000000	210.000000	0.000000	0.000000	0.000000	
16.000000	1847.057007	613.824768	0.879272	-0.021913	74.713997	3.520699	210.000000	210.000000	0.000000	0.000000	0.000000	
17.000000	1840.372070	614.212952	0.775022	-0.019480	74.725998	2.900695	210.000000	210.000000	0.000000	0.000000	0.000000	
18.000000	1831.408691	614.907654	0.866035	-0.021572	74.737999	3.428982	210.000000	210.000000	0.000000	0.000000	0.000000	
19.000000	1820.767212	615.973633	0.890698	-0.022846	74.695999	3.615548	210.000000	210.000000	0.000000	0.000000	0.000000	
20.000000	1809.222046	616.418030	1.233241	-0.029963	74.708000	5.656257	210.000000	210.000000	0.000000	0.000000	0.000000	
21.000000	1799.428955	616.087769	1.166235	-0.028484	74.720001	5.290464	210.000000	210.000000	0.000000	0.000000	0.000000	
22.000000	1791.456665	615.529236	1.203870	-0.029349	74.678001	5.521034	210.000000	210.000000	0.000000	0.000000	0.000000	
23.000000	1785.355103	614.490723	1.181090	-0.028425	74.690002	5.409005	210.000000	210.000000	0.000000	0.000000	0.000000	
24.000000	1781.065063	613.134766	1.185712	-0.027924	74.702003	5.463324	210.000000	210.000000	0.000000	0.000000	0.000000	
25.000000	1778.559692	611.400269	1.176508	-0.027580	74.660004	5.443981	210.000000	210.000000	0.000000	0.000000	0.000000	
26.000000	1777.714478	609.369690	1.168721	-0.026700	74.671997	5.456080	210.000000	210.000000	0.000000	0.000000	0.000000	
27.000000	1778.575195	606.852051	1.092612	-0.023801	74.683998	4.780396	210.000000	210.000000	0.000000	0.000000	0.000000	
28.000000	1778.475342	606.399475	0.238797	-0.003368	74.755997	-0.247882	210.000000	210.000000	0.000000	0.000000	0.000000	
29.000000	1773.243652	606.278564	1.205444	-0.026261	74.653999	5.620578	210.000000	210.000000	0.000000	0.000000	0.000000	
30.000000	1768.336792	605.842529	0.744750	-0.016149	74.666000	2.859165	210.000000	210.000000	0.000000	0.000000	0.000000	
31.000000	1761.839355	606.091797	0.978488	-0.020589	74.737999	4.266393	210.000000	210.000000	0.000000	0.000000	0.000000	
32.000000	1754.614868	606.201172	0.868317	-0.019210	74.636002	3.599390	210.000000	210.000000	0.000000	0.000000	0.000000	
33.000000	1746.318726	606.744629	0.915822	-0.020198	74.648003	3.876005	210.000000	210.000000	0.000000	0.000000	0.000000	
34.000000	1737.139526	607.354370	0.902823	-0.019392	74.720001	3.787078	210.000000	210.000000	0.000000	0.000000	0.000000	
35.000000	1726.977173	608.215698	0.906898	-0.020626	74.617996	3.796657	210.000000	210.000000	0.000000	0.000000	0.000000	
36.000000	1715.878052	609.230774	0.912809	-0.020895	74.629997	3.814787	210.000000	210.000000	0.000000	0.000000	0.000000	
37.000000	1703.977295	610.415894	0.968067	-0.022003	74.702003	4.266135	210.000000	210.000000	0.000000	0.000000	0.000000	
38.000000	1692.704956	609.959045	1.484284	-0.032951	74.599998	7.312685	210.000000	210.000000	0.000000	0.000000	0.000000	
39.000000	1685.275879	608.676147	1.199495	-0.027072	74.612000	5.668726	210.000000	210.000000	0.000000	0.000000	0.000000	
40.000000	1680.298706	607.069763	1.343642	-0.028618	74.683998	6.555780	210.000000	210.000000	0.000000	0.000000	0.000000	
41.000000	1678.217529	604.730164	1.173395	-0.023980	74.695999	5.311747	210.000000	210.000000	2.000000	0.000000	0.000000	
42.000000	1675.693359	604.735657	0.027182	0.003122	74.594002	-1.690219	210.000000	210.000000	2.000000	0.000000	0.000000	
43.000000	1666.250488	606.107056	1.209581	-0.025118	74.666000	5.634545	210.000000	210.000000	2.000000	0.000000	0.000000	
44.000000	1656.634766	606.289917	0.677316	-0.013754	74.678001	2.414145	210.000000	210.000000	2.000000	0.000000	0.000000	
45.000000	1645.124512	607.842651	1.057677	-0.023416	74.575996	4.730930	210.000000	210.000000	2.000000	0.000000	0.000000	
46.000000	1633.548340	608.319092	0.980201	-0.021460	74.648003	4.255832	210.000000	210.000000	2.000000	0.000000	0.000000	
47.000000	1622.077026	609.243225	1.124315	-0.024490	74.660004	5.150950	210.000000	210.000000	2.000000	0.000000	0.000000	
